oyun_adi,oyun_turu,gelistirici,puan,turkce_destegi,fiyat,yas,dil,ingilizce_destegi,dil_sayisi,platform
Pro Cycling Manager 25,"Spor, Simülasyon, Yönetim, Bisiklet, Macera, 3D, Gerçekçi, Tek Oyunculu, Keşif, Motosiklet ve bisiklet, PvP, Çok Oyunculu, Sadece Fare",Cyanide Studio,85.0,0,19.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Danca, Felemenkçe, Norveççe, Portekizce-Portekiz",1,9.0,Steam
Holdfast: Frontlines WW1 - American Forces,"Simülasyon, Strateji, Aksiyon, Devasa Çok Oyunculu, Bağımsız",Anvil Game Studios,,1,2.09,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince, İtalyanca, Çekçe, Felemenkçe, Lehçe, Danca, Yunanca, Norveççe, Rumence, İsveççe",1,19.0,Steam
Guacamelee! Super Turbo Championship Edition,"Platform, Metroidvania, 2D, Beat 'em up, Aksiyon, Renkli, Çizgi Filmvari, Bağımsız, Yerel Eşli Oyun, Macera, Komik, Zor, Aksiyon Macera, Eşli, Tek Oyunculu, 4 Yerel Oyunculu, Güreş, Aksiyon RYO, 2D Platform, Side Scroller",Drinkbox Studios,84.0,0,1.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, BrezilyaPortekizcesi, LatinAmerikaİspanyolcası",1,6.0,Steam
Traffic Giant,"Simülasyon, Strateji, Ekonomi, Ulaşım",QLOC,,0,2.49,0,"Türkçe, İngilizce, Fransızca, Almanca",1,3.0,Steam
Voidigo,"Aksiyon Roguelike, Çift Analoglu Nişancı, Rogue-like, Yerel Eşli Oyun, Mermi Cehennemi, Shoot 'Em Up, Rogue-lite, Üstten Görünüşlü Nişancı, Komik, Piksel Grafikler, Zor, Komedi, Renkli, Çizgi Filmvari, 2D, Nişancı, Aksiyon, Tek Oyunculu, Aksiyon Macera, Prosedürel Oluşturma",semiwork,95.0,0,1.49,0,"Türkçe, İngilizce, İsveççe",1,2.0,Steam
Goat Simulator: Original Soundtrack,"Simülasyon, Bağımsız, Basit Eğlence, Komik, Oyun Müziği",Coffee Stain Studios,,1,0.87,0,,0,,Steam
Gunsmith Simulator,"Simülasyon, Tek Oyunculu, Gerçekçi, Askerî, Erken Erişim, Bulmaca, Birinci Şahıs, Amerika, Nişancı, Yönetim, FPS, Envanter Yönetimi, Mini Oyun, Aksiyon, Sandbox, Taktiksel, Açık Dünya, Savaş, Eşli, Modlanabilir",GameHunters,80.0,1,6.77,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, GelenekselÇince, Lehçe, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, Japonca, Korece, Portekizce-Portekiz, BrezilyaPortekizcesi, Ukraynaca",1,15.0,Steam
Trailmakers: Airborne Expansion,"Macera, Aksiyon, Simülasyon, Yarış, Bağımsız, İnşa Etme",Flashbulb,,0,24.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Danca, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince, Japonca, Korece",1,13.0,Steam
Kathy Rain: Director's Cut,"Point & Click, Dedektif, Kadın Karakter, Piksel Grafikler, 1990'lar, Gizem, Soruşturma, Zengin Hikâye, Bulmaca, Macera, Duygusal, Atmosferik, Keşif, Görsel Roman, Elle Çizilmiş, Karanlık, 2D, Tek Oyunculu, Hikâye Tarzında, Oyun Müziği",Clifftop Games,96.0,0,0.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince",1,9.0,Steam
Moonlighter: Between Dimensions,"Macera, Aksiyon, Bağımsız, Piksel Grafikler, RYO, Rogue-lite",Digital Sun,,1,0.59,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Japonca, Lehçe, Rusça, Korece, BrezilyaPortekizcesi",1,10.0,Steam
Expansion - Crusader Kings II: Monks and Mystics,"Strateji, Simülasyon, Orta Çağ",Paradox Development Studio,,0,8.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası",1,4.0,Steam
Expansion - Crusader Kings II: Conclave,"Strateji, RYO, Simülasyon",Paradox Development Studio,,0,8.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası",1,4.0,Steam
HITMAN 3 - The Undying Pack,"Gizlilik, Aksiyon, Suikastçı, Tek Oyunculu, VR, Sandbox, Şiddet, Macera, Nişancı, Çok Oyunculu, Üçüncü Şahıs, TPS, Gerçekçi, Açık Dünya, Bulmaca, Sinematik, Vahşet, Komik, Sürükleyici Simülasyon, Kapitalizm",IO Interactive A/S,,0,2.99,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,9.0,Steam
Car Mechanic Simulator 2021 - Hot Rod Remastered DLC,"Yarış, Simülasyon",Red Dot Games,,1,0.71,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Japonca, Lehçe, Portekizce-Portekiz, BrezilyaPortekizcesi, Rusça, Korece, Çekçe, Rumence, Arapça, Macarca",1,16.0,Steam
Ultimate Racing 2D 2,"Yarış, Üstten Görünüş, 2D, Bağımsız, Retro, Çok Oyunculu, Yerel Çok Oyunculu, Arcade, Otomobil Simülasyonu, Simülasyon, Üretim, Savaşlı Yarış, Spor, Araç Kullanma, 1990'lar, Bölünmüş Ekran, Tek Oyunculu, Kontrolcü, Eş Zamansız Çok Oyunculu, Araçlı Savaş",Applimazing,,0,5.79,0,"Türkçe, İngilizce",1,1.0,Steam
Scorn,"Vahşet, Korku, Atmosferik, Bulmaca, Cinsel İçerik, Birinci Şahıs, Karanlık, Çıplaklık, Psikolojik Korku, Macera, Lovecraft Temalı, Şiddet, Tek Oyunculu, Bilim Kurgu, Yürüme Simülatörü, Gerçeküstü, Bağımsız, Hayatta Kalma - Korku, Aksiyon, FPS",Ebb Software,72.0,1,18.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, Çekçe, Danca, Felemenkçe, Fince, Yunanca, Macarca, Japonca, Korece, Norveççe, Lehçe, Portekizce-Portekiz, BrezilyaPortekizcesi, Rumence, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası, İsveççe, GelenekselÇince, Ukraynaca, Vietnamca, Arapça, Tayca",1,28.0,Steam
Anno 2070™,"Strateji, Şehir Kurma, Simülasyon, Fütürist, GZS, Kaynak Yönetimi, Ekonomi, Çok Oyunculu, Tek Oyunculu, Yönetim, Bilim Kurgu, İnşa Etme, Gerçek Zamanlı, Sandbox, Takas, Eşli, Harika Müzik, Çevrimiçi Eşli Oyun, 4X, Zengin Hikâye","Blue Byte, Related Designs",46.0,0,15.99,7,"Türkçe, İngilizce, Fransızca, Almanca, İtalyanca, Lehçe, Kastilyaİspanyolcası, Çekçe, Rusça",1,8.0,Steam
RiMS Racing,"Yarış, Birinci Şahıs, Araç Kullanma, Çok Oyunculu, Tek Oyunculu, Aksiyon, Simülasyon, Otomobil Simülasyonu, Spor, Gerçekçi, Üçüncü Şahıs, Atmosferik, Motosiklet, Fizik Tabanlı, Karakter Kişiselleştirme, Yerel Çok Oyunculu, 3D, PvP, Envanter Yönetimi, Motosiklet ve bisiklet",Nacon Studio Milan,40.0,0,24.99,3,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,13.0,Steam
Mr. Prepper,"Hayatta Kalma, Simülasyon, Üs İnşa Etme, Üretim, Yönetim, Macera, Kaynak Yönetimi, Bağımsız, RYO, Yer Altı, Basit Eğlence, Point & Click, 2.5D, Yaşam Simülatörü, Tek Oyunculu, Keşif, Ekonomi, Atmosferik, Aksiyon, Gerçekçi",Rejected Games,57.0,1,19.99,0,"Türkçe, İngilizce, Lehçe, Fransızca, Almanca, Rusça, Kastilyaİspanyolcası, BasitleştirilmişÇince, Felemenkçe, Japonca, İtalyanca, BrezilyaPortekizcesi, Korece, Çekçe",1,13.0,Steam
Hello Neighbor 2: Back to School DLC,"Strateji, Macera, Bağımsız","Eerie Guest, tinyBuild",,0,7.99,12,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BasitleştirilmişÇince, GelenekselÇince, Rusça",1,10.0,Steam
Gas Station Simulator - Car Junkyard DLC,"Simülasyon, Bağımsız, Ekonomi, İnşa Etme, Tek Oyunculu, Çok Oyunculu, Üs İnşa Etme, Gerçekçi, Birinci Şahıs, Rahatlatıcı, Yönetim, Açık Dünya, Üretim, Basit Eğlence, Komik, Tasarım ve İllüstrasyon, Aile Dostu, Meme'ler, Yıkım, Önemli Seçimler",DRAGO entertainment,,1,4.89,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Lehçe, Rusça, BasitleştirilmişÇince, Çekçe, BrezilyaPortekizcesi, Ukraynaca, İtalyanca, Portekizce-Portekiz, GelenekselÇince, Japonca",1,14.0,Steam
Your Friend's Mom,"Simülasyon, Idler, Side Scroller, 3D, Anime, Sevimli, Stilize, Meme'ler, Kadın Karakter, Hentai, Atmosferik, Karakter Kişiselleştirme, Distopya, Yapay Zekâ, NSFW, Şiddet, Vahşet",nordska,,1,0.89,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, LatinAmerikaİspanyolcası, BasitleştirilmişÇince, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, Ukraynaca, Japonca, Belarusça, Kazakça, Özbekçe",1,16.0,Steam
Expansion - Crusader Kings II: Jade Dragon,"Strateji, Simülasyon",Paradox Development Studio,,0,8.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası",1,4.0,Steam
Apartment No 129,"Psikolojik Korku, Korku, Sinematik, Gerçekçi, Gizem, Aksiyon, Aksiyon Macera, Bilim Kurgu, Hayatta Kalma - Korku, Keşif, Atmosferik, Doğaüstü, Birden Fazla Son, Zengin Hikâye, Felsefi, İnanç, Gerilim, Gerçeküstü, Karanlık, Zombi",Dead Witness,,1,3.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, BrezilyaPortekizcesi, Japonca, Rusça",1,8.0,Steam
Goat Simulator: PAYDAY,"Simülasyon, Basit Eğlence, Bağımsız, Komik, Meme'ler, Çok Oyunculu, Açık Dünya, Aksiyon, Suç, Tek Oyunculu, Komedi, Sandbox, Psikolojik Korku, Macera, Korku",Coffee Stain Studios,,1,0.65,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,13.0,Steam
Strategos,"Erken Erişim, Strateji, Gerçek Zamanlı Taktik, Savaş Oyunu, Tarihsel, Roma, GZS, Orta Çağ, Simülasyon, Savaş, Sıra Tabanlı Strateji, Gerçekçi, Askerî, Masa Oyunları, 3D, Taktiksel, Tek Oyunculu, PvE, Renkli, Atmosferik",Strategos Games,84.0,0,12.49,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Rusça, LatinAmerikaİspanyolcası, BasitleştirilmişÇince",1,7.0,Steam
Worms Armageddon,"Strateji, Çok Oyunculu, Klasik, Sıra Tabanlı, Sıra Tabanlı Strateji, Komik, 2D, Yerel Çok Oyunculu, Komedi, Eşli, Fizik Tabanlı, Yerel Eşli Oyun, Aksiyon, Tek Oyunculu, Parti, Platform, 1990'lar, Retro, Çevrimiçi Eşli Oyun, Macera",Team17 Digital Ltd,94.0,0,1.59,0,"Türkçe, İngilizce, Almanca, Fransızca, İtalyanca, Kastilyaİspanyolcası, Rusça, Portekizce-Portekiz, Felemenkçe, İsveççe",1,9.0,Steam
Trine Enchanted Edition,"Bulmaca Platform, Güzel, Fantezi, Platform, Fizik Tabanlı, Aksiyon, Yerel Eşli Oyun, Macera, Bulmaca, Harika Müzik, Bağımsız, Eşli, Çevrimiçi Eşli Oyun, Tek Oyunculu, Çok Oyunculu, Atmosferik, Yerel Çok Oyunculu, Basit Eğlence, 2D, Kadın Karakter",Frozenbyte,75.0,0,1.15,12,"Türkçe, İngilizce, Fransızca, Almanca, İtalyanca, Kastilyaİspanyolcası",1,5.0,Steam
The Escapists,"Piksel Grafikler, Strateji, Üretim, Tek Oyunculu, 2D, Simülasyon, Bağımsız, Aksiyon, Hayatta Kalma, Zor, Macera, Bulmaca, RYO, Üstten Görünüş, Çok Oyunculu, Sandbox, Komik, Komedi, Eşli, Rogue-like",Mouldy Toof Studios,81.0,0,3.12,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Lehçe, Rusça, İtalyanca",1,7.0,Steam
Hacknet,"Hack'leme, Simülasyon, Programlama, Yazma, Tek Oyunculu, Zengin Hikâye, Harika Müzik, Önemli Seçimler, Suç, Atmosferik, Dedektif, Cyberpunk, Mantık, Eğitici, 2D, Zor, Macera, Bilim Kurgu, Distopya, Bağımsız",Team Fractal Alligator,91.0,1,3.64,16,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Korece, Rusça, BasitleştirilmişÇince, Japonca",1,8.0,Steam
Robocop Rogue City - Unfinished Business - Prime Directives Pack,"Aksiyon, FPS, Vahşet, Birinci Şahıs, Tek Oyunculu, Macera, Nişancı, Zengin Hikâye, Cyberpunk, Şiddet, Atmosferik, Bilim Kurgu, RYO, Aksiyon RYO, Distopya, Robotlar, Suç, Fütürist, Yetişkinler İçin, Karanlık",Teyon,,0,2.49,18,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, GelenekselÇince, Korece, LatinAmerikaİspanyolcası, Japonca, Lehçe, BrezilyaPortekizcesi, Rusça",1,13.0,Steam
LEGO® Bricktales,"Bulmaca, LEGO, İç Isıtıcı, Renkli, Tasarım ve İllüstrasyon, Aile Dostu, Kontrolcü, Basit Eğlence, İzometrik, Tek Oyunculu, Üstten Görünüş, Rahatlatıcı, 3D, Komik, Atmosferik, İnşa Etme, Macera, Fizik Tabanlı, Sandbox, Komedi",ClockStone,76.0,0,14.99,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, İtalyanca, Danca",1,11.0,Steam
The House of Da Vinci VR,"Gizli Nesne, Bulmaca, Gizem, Keşif, Birinci Şahıs, VR, Dedektif, Tarihsel, Lineer, Anlatı, Zengin Hikâye, Orta Çağ, Bilim, Zaman Yolculuğu, Lovecraft Temalı, Atmosferik, Soruşturma, Macera, Tek Oyunculu, Point & Click",Blue Brain Games,,1,15.99,0,"Türkçe, İngilizce, Çekçe, Slovakça, Fransızca, İtalyanca, Almanca, BasitleştirilmişÇince, Japonca, Lehçe, BrezilyaPortekizcesi, Kastilyaİspanyolcası, Korece",1,12.0,Steam
Barro Racing,"Bağımsız, Yarış, Spor, Çok Oyunculu, PvP, Arcade, Araç Kullanma, Otomobil Simülasyonu, Sürükleyici Simülasyon, Simülasyon, Zamana Karşı, Yerel Çok Oyunculu, Tek Oyunculu, Bölünmüş Ekran, Basit Eğlence, 4 Yerel Oyunculu, Seri Devamı, 3D, Retro, Koleksiyon Kartı Oyunu",SC Jogos,77.0,1,2.2,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Bulgarca, BasitleştirilmişÇince, GelenekselÇince, Danca, LatinAmerikaİspanyolcası, Fince, Yunanca, Felemenkçe, Macarca, Endonezce, Japonca, Norveççe, Lehçe, BrezilyaPortekizcesi, Portekizce-Portekiz, Rumence, Rusça, İsveççe, Tayca, Çekçe, Ukraynaca, Vietnamca, Arapça, Afrikaanca(GüneyAfrikadili), Arnavutça, Amharca, Ermenice, AssamDili, Azerice, Baskça, Bangla, Belarusça, Boşnakça, Kannadadili, Katalanca, Kazakça, ÇerokiDili, Seylanca, Konkanidili, Hırvatça, Darice, Slovakça, Slovence, Estonca, Filipince, Galiçyaca, Galce, Gürcüce, Gucaratça, Hausaca, İbranice, Hintçe, İgbodili, Yorubaca, İrlandaca, İzlandaca, Kmerdili, Letonca, Litvanyaca, Lüksemburgca, Makedonca, Malayalamca, Malayca, Maltaca, MaoriDili, MaratiDili, Moğolca, Nepalce, Oriyadili, Pencapdili, Pencapdili(Shahmukhi), Farsça, Kiçece, Ruandaca, Kırgızca, Keçuvadili, Sothodili, Sindhî, Soranice, Svahili, Sırpça, TacikDili, Tigrinyadili, Tswanadili, Türkmence, Tatarca, Tamilce, Teluguca, Uygurca, Wolofdili, Urduca, Özbekçe, Valensiyaca, Xhosadili, Zuluca, İskoçça",1,101.0,Steam
Between Horizons – A Sci-Fi Detective Adventure,"Birden Fazla Son, Dedektif, Point & Click, Bilim Kurgu, Soruşturma, Kadın Karakter, Macera, Zengin Hikâye, Piksel Grafikler, Uzay, Side Scroller, Fütürist, Dinamik Anlatı, Önemli Seçimler, İnteraktif Kurgu, Sohbet, Anlatı, Keşif, Zengin Evren, 2.5D",DigiTales Interactive,,0,8.49,0,"Türkçe, İngilizce, Almanca, Korece, BasitleştirilmişÇince, Japonca, GelenekselÇince",1,6.0,Steam
Anno 1701 History Edition,"Simülasyon, Strateji, Şehir Kurma, Koloni Simülatörü, Büyük Strateji, GZS, Sıra Tabanlı Strateji, Aksiyon GZS, Keşif, Siyaset Simülatörü, İnşa Etme, Ekonomi, Tarihsel, Yönetim, Orta Çağ, Savaş, Kaynak Yönetimi, Eşli, Çok Oyunculu, Tek Oyunculu",Ubisoft Mainz,83.0,0,7.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Çekçe, Lehçe, Rusça",1,8.0,Steam
"Northgard - Hræsvelg, Clan of the Eagle","Strateji, Bağımsız, Simülasyon",Shiro Games,,1,1.49,0,"Türkçe, İngilizce, Fransızca, Almanca, Rusça, BasitleştirilmişÇince, BrezilyaPortekizcesi, Lehçe, Kastilyaİspanyolcası, İtalyanca, Korece",1,10.0,Steam
SnowRunner - Kenworth W990,"Macera, Simülasyon",Saber Interactive,,0,2.23,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Çekçe, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,13.0,Steam
Tails Noir,"Dedektif, Piksel Grafikler, Görsel Roman, Sohbet, Macera, Zengin Hikâye, İnteraktif Kurgu, Point & Click, Soruşturma, Komplo, Basit Eğlence, Doğaüstü, Tek Oyunculu, Noir, Gizem, Hikâye Tarzında, 2.5D, Distopya, Sinematik, Atmosferik",Eggnut,82.0,0,1.58,0,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Japonca, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince",1,9.0,Steam
Party Hard 2,"Bağımsız, Şiddet, Piksel Grafikler, Aksiyon, Gizlilik, Strateji, Simülasyon, Harika Müzik, Macera, Tek Oyunculu, Psikedelik, Zor, Komik, Üstten Görünüş, Kötü Ana Karakter, Çok Oyunculu, Müzik, Taktiksel, Vahşet, Eşli","Pinokl Games, Kverta, Hologryph",76.0,0,10.49,0,"Türkçe, İngilizce, Lehçe, Fransızca, Almanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, BasitleştirilmişÇince, Korece, Japonca, Rusça",1,10.0,Steam
Zombie Army 4: Mission 7 - Terminal Error,"Aksiyon, Vahşet, Şiddet",Flix Interactive,,0,6.99,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince",1,11.0,Steam
White Shadows,"Bulmaca, Macera, Atmosferik, Platform, Zengin Hikâye, Bağımsız, Karanlık Fantezi, Keşif, Tek Oyunculu, Korku, Aksiyon Macera, Zor, Aksiyon, Bulmaca Platform, Karanlık, Gizlilik, Vahşet, Şiddet, Sinematik, Distopya",Monokel,72.0,0,10.49,0,"Türkçe, İngilizce, Fransızca, Almanca, Arapça, Japonca, Korece, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, LatinAmerikaİspanyolcası",1,10.0,Steam
Sodaman,"Aksiyon Roguelike, Mermi Cehennemi, Rogue-lite, Piksel Grafikler, RYO, Rogue-like, Aksiyon, 2D, Hack and Slash, Aksiyon RYO, Cyberpunk, Kara Komedi, Kontrolcü, Prosedürel Oluşturma, Karakter Kişiselleştirme, Üstten Görünüşlü Nişancı, Erken Erişim, Üstten Görünüş, Nişancı, Puan Yarışı",Tape Corps,,1,2.99,0,"Türkçe, İngilizce, BasitleştirilmişÇince, GelenekselÇince, Japonca, Korece, Fransızca, Almanca, Kastilyaİspanyolcası, Rusça",1,9.0,Steam
Shinehill,"RYO, Piksel Grafikler, Zengin Hikâye, İlişki Simülatörü, Yaşam Simülatörü, Önemli Seçimler, Açık Dünya, Çiftçilik Simülatörü, Keşif, Sevimli, Macera, Anime, Balıkçılık, Bulmaca, Basit Eğlence, Tek Oyunculu, Bağımsız, 2D, Üretim, Uzaylılar",Peach Bite,86.0,1,3.67,0,"Türkçe, İngilizce, Rusça, Fransızca, Almanca, Kastilyaİspanyolcası, BasitleştirilmişÇince, Korece, Japonca, BrezilyaPortekizcesi, Lehçe, LatinAmerikaİspanyolcası",1,11.0,Steam
Trackmania United Forever,"Yarış, Çok Oyunculu, Bölüm Düzenleyici, Tek Oyunculu, Zamana Karşı, Arcade, Rekabetçi, Klasik, Araç Kullanma, Zor, Yerel Çok Oyunculu, Aksiyon, Simülasyon, Spor, Kontrolcü, E-spor",Nadeo,,0,23.99,0,"Türkçe, İngilizce, Fransızca, Almanca, İtalyanca, Kastilyaİspanyolcası, Portekizce-Portekiz, Japonca, GelenekselÇince, Korece, #lang_slovakian, Felemenkçe, Rusça, Macarca, Çekçe, Lehçe",1,15.0,Steam
All Hands on Deck,"Eşli, Yerel Eşli Oyun, Çok Oyunculu, Çevrimiçi Eşli Oyun, Yerel Çok Oyunculu, Eşli Ana Görev, Macera, Üçüncü Şahıs, Bulmaca Platform, 3D Platform, Bulmaca, Platform, Aile Dostu, Sevimli, İç Isıtıcı, Renkli, Kontrolcü, Fizik Tabanlı, Basit Eğlence, Bağımsız","Studio Mantasaur, Wikkl",,0,5.46,0,"Türkçe, İngilizce, Fransızca, Almanca, Felemenkçe, Japonca, Korece, Lehçe, Rusça, BasitleştirilmişÇince, GelenekselÇince, Kastilyaİspanyolcası, BrezilyaPortekizcesi",1,12.0,Steam
Warhammer: Vermintide 2 - Grail Knight Cosmetic Upgrade,"Aksiyon, Bağımsız, Vahşet, Şiddet",Fatshark,,0,2.87,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince",1,9.0,Steam
Streets of Rogue,"Rogue-lite, Aksiyon Roguelike, Piksel Grafikler, Çok Oyunculu, RYO, Rogue-like, Bağımsız, Aksiyon, Eşli, Macera, Yerel Eşli Oyun, Komik, Çevrimiçi Eşli Oyun, Gizlilik, Harika Müzik, Prosedürel Oluşturma, 2D, Sürükleyici Simülasyon, Şiddet, Vahşet",Matt Dabrowski,91.0,0,10.49,16,"Türkçe, İngilizce, Fransızca, Almanca, Kastilyaİspanyolcası, Rusça, BasitleştirilmişÇince, BrezilyaPortekizcesi, Korece",1,8.0,Steam
Cartel Tycoon - Artbook,"Strateji, Aksiyon, Bağımsız, Simülasyon",Moon Moose,,1,5.79,0,"Türkçe, İngilizce, Rusça, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, BrezilyaPortekizcesi, BasitleştirilmişÇince",1,8.0,Steam
Goat Simulator: Waste of Space,"Simülasyon, Bağımsız, Basit Eğlence, Uzay, Komik, Meme'ler, Komedi, Fütürist, Bilim Kurgu, Açık Dünya, Aksiyon, Macera, Üçüncü Şahıs, Eşli",Gone North Games,,1,0.65,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Arapça, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,13.0,Steam
Tetris® Forever,"Bulmaca, Arcade, 2D, Basit Eğlence, Bölünmüş Ekran, Kontrolcü, Renkli, Piksel Grafikler, Aile Dostu, Puan Yarışı, 1980'ler, 1990'lar, Eski Usul, Retro, 4 Yerel Oyunculu, Yerel Çok Oyunculu, Tek Oyunculu, Çok Oyunculu, Belgesel",Digital Eclipse,,0,10.79,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, GelenekselÇince",1,8.0,Steam
Animal Shelter - Puppies & Kittens DLC,"Macera, Bağımsız, Basit Eğlence, Simülasyon",Games Incubator,,1,1.39,0,"Türkçe, İngilizce, Fransızca, İtalyanca, Almanca, Kastilyaİspanyolcası, Japonca, Korece, Lehçe, BrezilyaPortekizcesi, Rusça, BasitleştirilmişÇince, GelenekselÇince",1,12.0,Steam
Tower Tactics: Liberation,"Roguelike Deste Oluşturma, Kule Savunması, Kartlı Savaş, Kart Oyunu, Rogue-like, Deste Oluşturma, Strateji, Tek Oyunculu, Rogue-lite, 2D, Bilim Kurgu, Üstten Görünüş, Minimalist, Piksel Grafikler, Uzay, Yönetim, Prosedürel Oluşturma, Taktiksel, Bağımsız, Rahatlatıcı",asraworks,,0,7.99,0,"Türkçe, İngilizce, Kastilyaİspanyolcası, LatinAmerikaİspanyolcası, BasitleştirilmişÇince, Rusça, Lehçe, Portekizce-Portekiz, BrezilyaPortekizcesi, Almanca, Fransızca",1,10.0,Steam
